CUSTNO,XCOORD,YCOORD,DEMAND,READYTIME,DUETIME,SERVICETIME,CAPACITY
0,50,50,0,0,1236,0,200
1,0,69,25,560,1341,78,200
2,71,88,27,451,1056,77,200
3,19,26,19,658,1258,75,200
4,28,2,10,64,853,77,200
5,68,81,14,756,1326,82,200
6,90,45,16,593,1279,74,200
7,39,64,8,22,567,80,200
8,90,74,30,220,1098,77,200
9,21,52,29,928,1344,84,200
10,46,24,12,42,894,79,200
11,53,77,24,421,1291,81,200
12,66,4,24,891,1440,72,200
13,29,83,13,951,1440,79,200
14,11,84,10,232,922,82,200
15,79,85,14,691,900,76,200
16,93,95,21,342,637,78,200
17,9,1,17,535,1391,79,200
18,18,89,27,298,891,76,200
19,15,32,22,524,1334,81,200
20,29,99,24,165,856,82,200
21,43,86,10,452,940,78,200
22,5,90,31,176,1102,80,200
23,35,84,22,623,1231,78,200
24,85,81,11,563,1215,82,200
25,64,18,22,481,1062,77,200
26,32,98,20,93,700,84,200
27,24,37,35,516,1316,83,200
28,10,53,20,858,1440,76,200
29,57,4,13,52,646,75,200
30,63,39,29,521,1136,79,200
31,10,8,10,463,1114,75,200
32,59,42,23,859,1440,84,200
33,15,88,27,539,1332,82,200
34,11,45,12,82,730,84,200
35,69,46,13,496,1351,79,200
36,96,26,20,692,1411,78,200
37,88,90,15,652,1363,77,200
38,49,10,22,635,1440,78,200
39,91,51,19,885,1368,80,200
40,56,9,26,196,995,80,200
41,86,42,14,79,777,78,200
42,51,4,12,669,1440,84,200
43,41,5,20,920,1440,79,200
44,81,23,24,290,1021,77,200
45,65,11,28,359,967,80,200
46,34,2,14,409,1289,76,200
47,8,8,33,86,831,79,200
48,43,66,26,840,1440,78,200
49,89,40,16,75,815,77,200
50,11,77,11,538,1062,81,200
51,43,65,30,365,1424,76,200
52,18,44,26,483,1133,81,200
53,31,46,27,988,1440,78,200
54,95,31,20,660,1213,85,200
55,4,55,8,473,1387,83,200
56,100,78,25,910,1440,79,200
57,69,37,25,830,1293,83,200
58,29,14,16,521,1161,80,200
59,65,40,26,53,705,76,200
60,91,78,17,176,889,80,200
61,3,18,29,504,1398,78,200
62,91,96,30,351,878,75,200
63,50,31,21,697,1440,83,200
64,13,8,32,731,1432,75,200
65,70,88,36,605,1440,86,200
66,55,18,34,625,1432,77,200
67,40,11,12,263,1375,80,200
68,60,60,26,720,1337,79,200
69,73,12,18,28,404,75,200
70,62,67,29,55,875,81,200
71,94,92,29,33,656,79,200
72,86,56,27,245,944,81,200
73,38,50,17,39,925,83,200
74,56,17,39,764,1122,82,200
75,21,57,19,696,1291,78,200
76,19,15,26,717,1440,85,200
77,80,11,21,325,1074,83,200
78,62,49,14,280,947,80,200
79,10,44,22,747,1440,81,200
80,69,24,23,1006,1440,79,200
81,78,89,33,758,1290,80,200
82,81,63,34,832,1440,76,200
83,12,2,22,357,1290,88,200
84,11,83,10,691,1129,72,200
85,72,48,22,134,743,81,200
86,35,25,16,510,1314,80,200
87,84,63,40,415,794,80,200
88,48,60,14,1014,1440,78,200
89,75,48,20,292,912,82,200
90,92,21,38,919,1440,79,200
91,41,98,15,865,1433,79,200
92,58,89,20,826,1368,79,200
93,68,2,18,301,919,78,200
94,18,0,30,962,1440,81,200
95,47,53,14,193,770,78,200
96,35,61,19,276,876,81,200
97,35,73,15,45,814,78,200
98,70,4,21,939,1440,78,200
99,59,46,13,906,1440,77,200
100,50,38,26,996,1440,79,200
